DID,turns,emotion,set
MPATHY-019247,3,surprised,train
MPATHY-019248,4,caring,train
MPATHY-019249,4,caring,train
MPATHY-019251,3,disgusted,train
MPATHY-019253,3,confident,train
MPATHY-019255,3,nostalgic,train
MPATHY-019257,3,devastated,train
MPATHY-019258,3,trusting,train
MPATHY-019259,3,embarrassed,train
MPATHY-019260,3,joyful,train
MPATHY-019261,3,content,train
MPATHY-019262,4,sad,train
MPATHY-019263,3,furious,train
MPATHY-019265,3,guilty,train
MPATHY-019266,3,anticipating,train
MPATHY-019267,3,anticipating,train
MPATHY-019270,3,confident,train
MPATHY-019273,3,confident,train
MPATHY-019275,3,angry,train
MPATHY-019276,3,caring,train
MPATHY-019277,3,lonely,train
MPATHY-019279,3,proud,train
MPATHY-019280,3,hopeful,train
MPATHY-019281,3,terrified,train
MPATHY-019282,3,excited,train
MPATHY-019285,4,confident,train
MPATHY-019287,3,faithful,train
MPATHY-019288,3,confident,train
MPATHY-019289,5,devastated,train
MPATHY-019290,3,sad,train
MPATHY-019291,3,caring,train
MPATHY-019294,3,sad,train
MPATHY-019298,4,annoyed,train
MPATHY-019300,3,disgusted,train
MPATHY-019301,3,angry,train
MPATHY-019304,4,sentimental,train
MPATHY-019305,3,sentimental,train
MPATHY-019307,3,afraid,train
MPATHY-019308,3,proud,train
MPATHY-019309,3,disgusted,train
MPATHY-019310,3,devastated,train
MPATHY-019312,3,sad,train
MPATHY-019313,3,annoyed,train
MPATHY-019314,4,apprehensive,train
MPATHY-019319,4,guilty,train
MPATHY-019321,3,surprised,train
MPATHY-019324,3,terrified,train
MPATHY-019327,4,joyful,train
MPATHY-019328,3,excited,train
MPATHY-019329,3,apprehensive,train
MPATHY-019330,3,content,train
MPATHY-019332,3,trusting,train
MPATHY-019333,3,impressed,train
MPATHY-019334,3,sad,train
MPATHY-019335,3,anticipating,train
MPATHY-019336,3,annoyed,train
MPATHY-019337,3,disappointed,train
MPATHY-019338,3,trusting,train
MPATHY-019341,3,content,train
MPATHY-019342,4,surprised,train
MPATHY-019343,3,disappointed,train
MPATHY-019344,3,surprised,train
MPATHY-019345,3,prepared,train
MPATHY-019347,3,disappointed,train
MPATHY-019349,3,caring,train
MPATHY-019350,4,apprehensive,train
MPATHY-019351,3,afraid,train
MPATHY-019353,3,apprehensive,train
MPATHY-019354,3,afraid,train
MPATHY-019355,4,lonely,train
MPATHY-019356,4,disgusted,train
MPATHY-019357,3,surprised,train
MPATHY-019359,4,confident,train
MPATHY-019361,4,proud,train
MPATHY-019362,3,surprised,train
MPATHY-019363,3,prepared,train
MPATHY-019364,3,impressed,train
MPATHY-019365,3,grateful,train
MPATHY-019367,3,embarrassed,train
MPATHY-019368,3,nostalgic,train
MPATHY-019369,3,angry,train
MPATHY-019370,3,ashamed,train
MPATHY-019371,3,terrified,train
MPATHY-019372,3,faithful,train
MPATHY-019373,3,furious,train
MPATHY-019374,3,nostalgic,train
MPATHY-019375,4,sentimental,train
MPATHY-019376,4,impressed,train
MPATHY-019378,3,terrified,train
MPATHY-019379,3,furious,train
MPATHY-019381,3,confident,train
MPATHY-019382,4,trusting,train
MPATHY-019383,3,angry,train
MPATHY-019384,3,afraid,train
MPATHY-019385,3,jealous,train
MPATHY-019386,3,nostalgic,train
MPATHY-019387,4,joyful,train
MPATHY-019388,3,prepared,train
MPATHY-019391,4,nostalgic,train
MPATHY-019392,4,disappointed,train
MPATHY-019393,3,disappointed,train
MPATHY-019395,3,anticipating,train
MPATHY-019396,3,confident,train
MPATHY-019397,4,disappointed,train
MPATHY-019398,3,surprised,train
MPATHY-019399,4,terrified,train
MPATHY-019401,3,furious,train
MPATHY-019402,4,grateful,train
MPATHY-019403,5,afraid,train
MPATHY-019404,3,impressed,train
MPATHY-019406,3,lonely,train
MPATHY-019407,3,hopeful,train
MPATHY-019408,4,nostalgic,train
MPATHY-019409,3,hopeful,train
MPATHY-019410,3,impressed,train
MPATHY-019411,4,sad,train
MPATHY-019413,3,afraid,train
MPATHY-019414,3,afraid,train
MPATHY-019416,4,grateful,train
MPATHY-019418,3,guilty,train
MPATHY-019419,3,confident,train
MPATHY-019420,5,annoyed,train
MPATHY-019421,6,excited,train
MPATHY-019422,3,faithful,train
MPATHY-019423,3,content,train
MPATHY-019424,4,disgusted,train
MPATHY-019427,3,hopeful,train
MPATHY-019428,3,annoyed,train
MPATHY-019430,3,nostalgic,train
MPATHY-019431,3,caring,train
MPATHY-019432,3,guilty,train
MPATHY-019433,4,impressed,train
MPATHY-019434,3,nostalgic,train
MPATHY-019435,3,annoyed,train
MPATHY-019436,4,hopeful,train
MPATHY-019437,3,anxious,train
MPATHY-019440,3,hopeful,train
MPATHY-019441,3,terrified,train
MPATHY-019442,3,joyful,train
MPATHY-019443,3,sentimental,train
MPATHY-019444,3,annoyed,train
MPATHY-019446,3,confident,train
MPATHY-019448,3,excited,train
MPATHY-019449,3,guilty,train
MPATHY-019450,3,surprised,train
MPATHY-019451,3,devastated,train
MPATHY-019452,3,furious,train
MPATHY-019453,3,furious,train
MPATHY-019454,3,nostalgic,train
MPATHY-019455,3,afraid,train
MPATHY-019456,3,lonely,train
MPATHY-019458,3,jealous,train
MPATHY-019459,3,hopeful,train
MPATHY-019460,3,disgusted,train
MPATHY-019461,3,sad,train
MPATHY-019462,4,caring,train
MPATHY-019463,3,nostalgic,train
MPATHY-019464,3,hopeful,train
MPATHY-019465,4,afraid,train
MPATHY-019468,3,impressed,train
MPATHY-019469,3,joyful,train
MPATHY-019472,3,afraid,train
MPATHY-019473,3,jealous,train
MPATHY-019474,3,prepared,train
MPATHY-019475,3,disappointed,train
MPATHY-019476,3,disappointed,train
MPATHY-019477,6,hopeful,train
MPATHY-019478,3,nostalgic,train
MPATHY-019479,3,surprised,train
MPATHY-019480,3,furious,train
MPATHY-019481,3,impressed,train
MPATHY-019482,3,confident,train
MPATHY-019484,3,jealous,train
MPATHY-019485,3,grateful,train
MPATHY-019486,3,sad,train
MPATHY-019487,3,confident,train
MPATHY-019488,3,caring,train
MPATHY-019489,4,prepared,train
MPATHY-019490,4,impressed,train
MPATHY-019491,3,embarrassed,train
MPATHY-019492,3,annoyed,train
MPATHY-019493,4,sentimental,train
MPATHY-019495,3,devastated,train
MPATHY-019496,3,embarrassed,train
MPATHY-019497,3,anxious,train
MPATHY-019498,3,grateful,train
MPATHY-019499,3,anticipating,train
MPATHY-019500,3,afraid,train
MPATHY-019501,3,hopeful,train
MPATHY-019502,3,furious,train
MPATHY-019504,3,annoyed,train
MPATHY-019505,3,hopeful,train
MPATHY-019506,3,proud,train
MPATHY-019507,3,embarrassed,train
MPATHY-019509,4,angry,train
MPATHY-019510,4,anxious,train
MPATHY-019511,3,angry,train
MPATHY-019512,3,proud,train
MPATHY-019513,3,prepared,train
MPATHY-019514,4,anticipating,train
MPATHY-019516,3,devastated,train
MPATHY-019517,3,surprised,train
MPATHY-019518,4,grateful,train
MPATHY-019520,3,devastated,train
MPATHY-019522,3,sad,train
MPATHY-019523,3,prepared,train
MPATHY-019524,3,excited,train
MPATHY-019525,4,embarrassed,train
MPATHY-019526,3,impressed,train
MPATHY-019527,4,prepared,train
MPATHY-019528,4,joyful,train
MPATHY-019529,3,apprehensive,train
MPATHY-019530,3,sad,train
MPATHY-019533,3,disappointed,train
MPATHY-019534,3,hopeful,train
MPATHY-019535,3,ashamed,train
MPATHY-019536,4,angry,train
MPATHY-019537,3,terrified,train
MPATHY-019539,4,confident,train
MPATHY-019540,3,surprised,train
MPATHY-019541,3,ashamed,train
MPATHY-019542,3,proud,train
MPATHY-019543,3,afraid,train
MPATHY-019544,3,surprised,train
MPATHY-019545,4,afraid,train
MPATHY-019546,3,embarrassed,train
MPATHY-019547,3,joyful,train
MPATHY-019549,3,prepared,train
MPATHY-019550,4,disappointed,train
MPATHY-019552,4,prepared,train
MPATHY-019553,3,lonely,train
MPATHY-019555,3,terrified,train
MPATHY-019556,3,angry,train
MPATHY-019557,4,grateful,train
MPATHY-019558,3,angry,train
MPATHY-019559,4,anticipating,train
MPATHY-019560,3,devastated,train
MPATHY-019561,3,terrified,train
MPATHY-019564,3,surprised,train
MPATHY-019566,3,content,train
MPATHY-019568,3,sad,train
MPATHY-019570,3,disappointed,train
MPATHY-019571,3,jealous,train
MPATHY-019573,3,trusting,train
MPATHY-019574,4,ashamed,train
MPATHY-019575,7,disgusted,train
MPATHY-019576,3,hopeful,train
MPATHY-019579,3,sad,train
MPATHY-019580,3,trusting,train
MPATHY-019581,3,joyful,train
MPATHY-019582,3,excited,train
MPATHY-019583,3,disgusted,train
MPATHY-019585,3,grateful,train
MPATHY-019586,3,impressed,train
MPATHY-019587,3,grateful,train
MPATHY-019588,3,surprised,train
MPATHY-019589,3,ashamed,train
MPATHY-019590,3,annoyed,train
MPATHY-019591,3,surprised,train
MPATHY-019592,4,disgusted,train
MPATHY-019593,3,guilty,train
MPATHY-019594,3,faithful,train
MPATHY-019595,4,proud,train
MPATHY-019596,3,joyful,train
MPATHY-019597,3,furious,train
MPATHY-019598,3,caring,train
MPATHY-019599,3,hopeful,train
MPATHY-019601,3,proud,train
MPATHY-019602,3,proud,train
MPATHY-019603,3,disappointed,train
MPATHY-019604,3,surprised,train
MPATHY-019605,3,hopeful,train
MPATHY-019607,3,jealous,train
MPATHY-019608,3,caring,train
MPATHY-019609,3,surprised,train
MPATHY-019610,4,excited,train
MPATHY-019611,3,disgusted,train
MPATHY-019612,3,joyful,train
MPATHY-019613,3,disappointed,train
MPATHY-019614,4,disgusted,train
MPATHY-019615,5,afraid,train
MPATHY-019616,3,disgusted,train
MPATHY-019617,3,content,train
MPATHY-019618,3,trusting,train
MPATHY-019619,3,hopeful,train
MPATHY-019620,3,confident,train
MPATHY-019622,3,annoyed,train
MPATHY-019624,3,annoyed,train
MPATHY-019625,3,devastated,train
MPATHY-019626,3,prepared,train
MPATHY-019627,3,afraid,train
MPATHY-019628,4,nostalgic,train
MPATHY-019629,3,devastated,train
MPATHY-019630,3,guilty,train
MPATHY-019631,3,devastated,train
MPATHY-019633,4,confident,train
MPATHY-019634,3,prepared,train
MPATHY-019635,3,confident,train
MPATHY-019636,3,proud,train
MPATHY-019637,4,nostalgic,train
MPATHY-019640,3,angry,train
MPATHY-019642,3,nostalgic,train
MPATHY-019643,3,joyful,train
MPATHY-019644,4,angry,train
MPATHY-019645,3,lonely,train
MPATHY-019646,3,prepared,train
MPATHY-019647,3,surprised,train
MPATHY-019648,3,trusting,train
MPATHY-019649,3,disgusted,train
MPATHY-019650,3,jealous,train
MPATHY-019651,4,nostalgic,train
MPATHY-019652,3,afraid,train
MPATHY-019653,3,surprised,train
MPATHY-019654,3,hopeful,train
MPATHY-019656,4,excited,train
MPATHY-019657,3,afraid,train
MPATHY-019658,4,proud,train
MPATHY-019661,3,disappointed,train
MPATHY-019662,4,jealous,train
MPATHY-019664,4,prepared,train
MPATHY-019666,3,lonely,train
MPATHY-019667,3,lonely,train
MPATHY-019668,3,anticipating,train
MPATHY-019669,3,anticipating,train
MPATHY-019671,3,nostalgic,train
MPATHY-019672,3,sentimental,train
MPATHY-019673,3,joyful,train
MPATHY-019674,4,annoyed,train
MPATHY-019675,3,guilty,train
MPATHY-019676,3,grateful,train
MPATHY-019677,3,disgusted,train
MPATHY-019679,3,anxious,train
MPATHY-019680,4,impressed,train
MPATHY-019681,3,hopeful,train
MPATHY-019682,3,guilty,train
MPATHY-019684,3,lonely,train
MPATHY-019685,4,sad,train
MPATHY-019686,3,anticipating,train
MPATHY-019687,3,confident,train
MPATHY-019688,3,prepared,train
MPATHY-019689,3,surprised,train
MPATHY-019690,3,anxious,train
MPATHY-019692,3,devastated,train
MPATHY-019693,3,prepared,train
MPATHY-019695,3,terrified,train
MPATHY-019697,3,jealous,train
MPATHY-019699,3,ashamed,train
MPATHY-019704,4,sentimental,train
MPATHY-019707,3,jealous,train
MPATHY-019709,4,impressed,train
MPATHY-019710,3,devastated,train
MPATHY-019712,4,annoyed,train
MPATHY-019713,3,proud,train
MPATHY-019714,3,joyful,train
MPATHY-019715,3,prepared,train
MPATHY-019716,3,sad,train
MPATHY-019717,3,afraid,train
MPATHY-019718,3,proud,train
MPATHY-019719,6,afraid,train
MPATHY-019720,3,disgusted,train
MPATHY-019722,3,terrified,train
MPATHY-019723,4,annoyed,train
MPATHY-019724,4,lonely,train
MPATHY-019725,3,surprised,train
MPATHY-019726,3,trusting,train
MPATHY-019727,3,angry,train
MPATHY-019728,3,angry,train
MPATHY-019729,3,excited,train
MPATHY-019730,3,embarrassed,train
MPATHY-019733,3,proud,train
MPATHY-019734,3,angry,train
MPATHY-019735,3,devastated,train
MPATHY-019737,3,confident,train
MPATHY-019738,3,proud,train
MPATHY-019740,3,hopeful,train
MPATHY-019741,3,proud,train
MPATHY-019742,4,terrified,train
MPATHY-019745,3,sentimental,train
MPATHY-019746,4,annoyed,train
MPATHY-019747,3,afraid,train
MPATHY-019748,3,furious,train
MPATHY-019749,3,proud,train
MPATHY-019750,3,excited,train
MPATHY-019751,3,proud,train
MPATHY-019752,6,terrified,train
MPATHY-019754,4,disgusted,train
MPATHY-019755,3,surprised,train
MPATHY-019756,4,disgusted,train
MPATHY-019757,3,sentimental,train
MPATHY-019758,3,caring,train
MPATHY-019759,3,guilty,train
MPATHY-019760,3,lonely,train
MPATHY-019763,3,annoyed,train
MPATHY-019764,3,excited,train
MPATHY-019765,3,anticipating,train
MPATHY-019766,4,angry,train
MPATHY-019768,3,caring,train
MPATHY-019769,4,faithful,train
MPATHY-019770,3,content,train
MPATHY-019773,3,annoyed,train
MPATHY-019774,3,disgusted,train
MPATHY-019775,4,nostalgic,train
MPATHY-019776,3,surprised,train
MPATHY-019777,3,angry,train
MPATHY-019778,3,surprised,train
MPATHY-019779,4,guilty,train
MPATHY-019780,3,caring,train
MPATHY-019781,3,afraid,train
MPATHY-019783,3,furious,train
MPATHY-019784,3,joyful,train
MPATHY-019785,3,lonely,train
MPATHY-019787,3,proud,train
MPATHY-019788,3,sad,train
MPATHY-019789,3,faithful,train
MPATHY-019790,3,terrified,train
MPATHY-019791,4,annoyed,train
MPATHY-019792,3,jealous,train
MPATHY-019793,3,confident,train
MPATHY-019794,3,caring,train
MPATHY-019797,3,sentimental,train
MPATHY-019798,3,afraid,train
MPATHY-019799,3,furious,train
MPATHY-019800,3,faithful,train
MPATHY-019801,3,disgusted,train
MPATHY-019802,4,anticipating,train
MPATHY-019804,3,hopeful,train
MPATHY-019805,3,grateful,train
MPATHY-019806,3,anxious,train
MPATHY-019807,3,terrified,train
MPATHY-019808,5,angry,train
MPATHY-019809,4,confident,train
MPATHY-019810,4,surprised,train
MPATHY-019811,3,confident,train
MPATHY-019813,3,hopeful,train
MPATHY-019814,3,angry,train
MPATHY-019815,3,embarrassed,train
MPATHY-019816,3,prepared,train
MPATHY-019817,3,trusting,train
MPATHY-019818,3,disgusted,train
MPATHY-019819,3,confident,train
MPATHY-019821,3,sentimental,train
MPATHY-019822,3,joyful,train
MPATHY-019823,4,prepared,train
MPATHY-019824,3,anxious,train
MPATHY-019825,4,hopeful,train
MPATHY-019826,3,excited,train
MPATHY-019827,4,disgusted,train
MPATHY-019828,3,guilty,train
MPATHY-019829,3,disappointed,train
MPATHY-019830,3,hopeful,train
MPATHY-019831,3,hopeful,train
MPATHY-019832,3,devastated,train
MPATHY-019834,3,guilty,train
MPATHY-019835,3,sad,train
MPATHY-019836,3,annoyed,train
MPATHY-019837,3,grateful,train
MPATHY-019838,3,excited,train
MPATHY-019839,3,afraid,train
MPATHY-019840,3,devastated,train
MPATHY-019841,3,embarrassed,train
MPATHY-019842,3,hopeful,train
MPATHY-019843,3,anxious,train
MPATHY-019844,3,faithful,train
MPATHY-019847,3,anxious,train
MPATHY-019848,3,hopeful,train
MPATHY-019849,3,terrified,train
MPATHY-019850,5,jealous,train
MPATHY-019852,3,surprised,train
MPATHY-019853,4,faithful,train
MPATHY-019854,3,angry,train
MPATHY-019855,3,anxious,train
MPATHY-019857,3,ashamed,train
MPATHY-019858,3,prepared,train
MPATHY-019860,3,ashamed,train
MPATHY-019861,3,sentimental,train
MPATHY-019862,3,joyful,train
MPATHY-019863,3,excited,train
MPATHY-019864,3,surprised,train
MPATHY-019865,3,impressed,train
MPATHY-019866,3,hopeful,train
MPATHY-019867,3,terrified,train
MPATHY-019868,3,terrified,train
MPATHY-019870,3,guilty,train
MPATHY-019871,3,content,train
MPATHY-019872,3,surprised,train
MPATHY-019873,3,confident,train
MPATHY-019874,3,devastated,train
MPATHY-019875,3,confident,train
MPATHY-019876,4,hopeful,train
MPATHY-019877,3,joyful,train
MPATHY-019878,3,guilty,train
MPATHY-019879,2,excited,train
MPATHY-019880,3,joyful,train
MPATHY-019881,3,surprised,train
MPATHY-019883,3,guilty,train
MPATHY-019885,3,lonely,train
MPATHY-019886,3,surprised,train
MPATHY-019887,4,anxious,train
MPATHY-019888,4,anticipating,train
MPATHY-019890,3,lonely,train
MPATHY-019891,3,grateful,train
MPATHY-019892,3,sad,train
MPATHY-019894,3,angry,train
MPATHY-019896,3,impressed,train
MPATHY-019898,3,hopeful,train
MPATHY-019899,4,annoyed,train
MPATHY-019900,3,anxious,train
MPATHY-019901,3,sad,train
MPATHY-019902,3,afraid,train
MPATHY-019903,4,sad,train
MPATHY-019905,3,angry,train
MPATHY-019906,3,impressed,train
MPATHY-019909,3,anxious,train
MPATHY-019910,3,annoyed,train
MPATHY-019911,3,proud,train
MPATHY-019912,4,joyful,train
MPATHY-019913,3,lonely,train
MPATHY-019914,3,grateful,train
MPATHY-019915,4,impressed,train
MPATHY-019916,3,sad,train
MPATHY-019917,3,nostalgic,train
MPATHY-019919,3,annoyed,train
MPATHY-019920,3,content,train
MPATHY-019921,3,devastated,train
MPATHY-019922,3,joyful,train
MPATHY-019923,3,content,train
MPATHY-019924,4,sentimental,train
MPATHY-019925,3,furious,train
MPATHY-019926,3,impressed,train
MPATHY-019927,3,disappointed,train
MPATHY-019928,3,proud,train
MPATHY-019929,3,afraid,train
MPATHY-019930,3,furious,train
MPATHY-019932,3,anticipating,train
MPATHY-019934,3,disappointed,train
MPATHY-019935,3,excited,train
MPATHY-019936,3,impressed,train
MPATHY-019937,3,confident,train
MPATHY-019938,7,annoyed,train
MPATHY-019940,3,disgusted,train
MPATHY-019941,3,lonely,train
MPATHY-019942,3,sad,train
MPATHY-019943,3,prepared,train
MPATHY-019944,3,terrified,train
MPATHY-019945,3,impressed,train
MPATHY-019946,3,guilty,train
MPATHY-019947,3,disappointed,train
MPATHY-019950,3,afraid,train
MPATHY-019951,3,afraid,train
MPATHY-019953,3,content,train
MPATHY-019954,3,grateful,train
MPATHY-019957,3,sad,train
MPATHY-019959,3,furious,train
MPATHY-019960,3,furious,train
MPATHY-019961,3,furious,train
MPATHY-019962,4,excited,train
MPATHY-019963,3,confident,train
MPATHY-019964,3,surprised,train
MPATHY-019965,3,hopeful,train
MPATHY-019966,3,proud,train
MPATHY-019967,3,surprised,train
MPATHY-019969,3,excited,train
MPATHY-019970,3,embarrassed,train
MPATHY-019975,3,guilty,train
MPATHY-019976,3,terrified,train
MPATHY-019977,3,embarrassed,train
MPATHY-019978,3,proud,train
MPATHY-019979,3,joyful,train
MPATHY-019981,3,excited,train
MPATHY-019982,3,proud,train
MPATHY-019983,4,annoyed,train
MPATHY-019986,3,angry,train
MPATHY-019988,3,sentimental,train
MPATHY-019989,3,angry,train
MPATHY-019990,3,angry,train
MPATHY-019991,4,apprehensive,train
MPATHY-019992,3,excited,train
MPATHY-019993,3,grateful,train
MPATHY-019995,3,disappointed,train
MPATHY-019997,3,proud,train
MPATHY-019998,4,terrified,train
MPATHY-019999,3,apprehensive,train
MPATHY-020000,3,surprised,train
MPATHY-020001,3,impressed,train
MPATHY-020002,3,lonely,train
MPATHY-020004,3,ashamed,train
MPATHY-020005,4,guilty,train
MPATHY-020006,3,nostalgic,train
MPATHY-020008,3,surprised,train
MPATHY-020010,3,content,train
MPATHY-020011,3,furious,train
MPATHY-020012,3,afraid,train
MPATHY-020013,4,joyful,train
MPATHY-020014,3,nostalgic,train
MPATHY-020016,4,anxious,train
MPATHY-020017,3,furious,train
MPATHY-020018,3,angry,train
MPATHY-020019,4,excited,train
MPATHY-020021,3,confident,train
MPATHY-020022,3,anxious,train
MPATHY-020023,3,trusting,train
MPATHY-020024,3,content,train
MPATHY-020026,3,guilty,train
MPATHY-020027,4,surprised,train
MPATHY-020028,3,disappointed,train
MPATHY-020029,3,sad,train
MPATHY-020030,3,content,train
MPATHY-020031,3,impressed,train
MPATHY-020032,3,impressed,train
MPATHY-020033,3,content,train
MPATHY-020034,3,lonely,train
MPATHY-020035,4,impressed,train
MPATHY-020036,3,jealous,train
MPATHY-020037,4,devastated,train
MPATHY-020038,3,furious,train
MPATHY-020040,4,anticipating,train
MPATHY-020041,3,hopeful,train
MPATHY-020042,3,sad,train
MPATHY-020043,3,afraid,train
MPATHY-020044,4,sad,train
MPATHY-020045,4,excited,train
MPATHY-020046,3,sad,train
MPATHY-020047,3,afraid,train
MPATHY-020048,3,anticipating,train
MPATHY-020049,4,angry,train
MPATHY-020051,3,disappointed,train
MPATHY-020053,3,lonely,train
MPATHY-020054,3,anticipating,train
MPATHY-020055,3,excited,train
MPATHY-020056,3,sad,train
MPATHY-020057,4,disappointed,train
MPATHY-020058,3,grateful,train
MPATHY-020059,4,annoyed,train
MPATHY-020060,3,prepared,train
MPATHY-020061,3,sentimental,train
MPATHY-020062,3,apprehensive,train
MPATHY-020063,3,disgusted,train
MPATHY-020064,4,surprised,train
MPATHY-020065,5,angry,train
MPATHY-020067,4,ashamed,train
MPATHY-020068,3,ashamed,train
MPATHY-020069,3,ashamed,train
MPATHY-020070,5,ashamed,train
MPATHY-020071,5,trusting,train
MPATHY-020074,4,ashamed,train
